plantid,timestamp,mature,rank_phenomenal,rank_tracking,rank_annotation,h,l,a,l_extended
1424,1496245607,True,2,4,-1,-574.0,274.1649601833929,48.733709519690066,280.04096870827743
1424,1496245607,True,3,5,-1,-378.0,711.6183663866184,-143.90001716129322,796.4938411237772
1424,1496245607,True,4,6,-1,-330.0,967.1881678224777,49.28333894582485,1024.099805012588
1424,1496245607,True,5,7,-1,-250.0,1030.3140868785304,-122.23145790679882,1131.818757996408
1424,1496245607,True,6,8,-1,-162.0,1084.2131271845878,52.32393949398204,1196.0151667473192
1424,1496245607,True,7,9,-1,-90.0,841.6519784105114,-151.5835380846412,1059.041906314521
1424,1496245607,True,8,10,-1,-90.0,895.4236658346595,-42.2301195855302,981.8657884972871
1424,1496245607,True,9,11,-1,182.0,710.5465696168937,-158.98237679961798,710.5465696168937
1424,1496245607,True,10,12,-1,346.0,572.6192515578665,-20.881171066084384,611.5025590517171
1424,1496245607,True,11,13,-1,494.0,499.2386927807812,127.78382849397838,555.577018491959
1424,1496245607,True,12,14,-1,606.0,333.317206384626,-91.87480619326064,392.2771693118835
1424,1496245607,True,13,15,-1,694.0,148.7787780279544,150.75117366345305,148.7787780279544
1424,1496245607,False,14,0,-1,746.0,264.3495594675848,103.64430084124643,273.5099969945864
1424,1496245607,False,15,0,-1,906.0,259.79753195750527,124.6409475119163,271.4150664147221
1424,1496245607,False,16,16,-1,918.0,363.8987659787527,135.0,381.84524108272575
1424,1496334116,True,1,4,-1,-538.0,253.96540797233422,49.91603467778161,276.12983452553607
1424,1496334116,True,2,5,-1,-418.0,715.2464602713171,-143.29026584915562,798.5358439732252
1424,1496334116,True,3,6,-1,-306.0,941.7002963069791,50.45488413172637,986.3880675229676
1424,1496334116,True,4,7,-1,-234.0,1014.7480576556165,-123.49788114566856,1120.5191024447472
1424,1496334116,True,5,8,-1,-234.0,1064.3990802422384,52.496470948323996,1158.0143777186984
1424,1496334116,True,6,9,-1,-46.0,863.0381605659504,-152.26047977196842,1112.2199411014808
1424,1496334116,True,7,10,-1,-46.0,818.6390561438332,-42.00012413498041,897.9303721768906
1424,1496334116,True,8,11,-1,186.0,695.6319655400264,-156.67698264415668,695.6319655400264
1424,1496334116,True,9,12,-1,362.0,530.5204870629346,-16.70297305231795,606.1294870174374
1424,1496334116,True,10,13,-1,514.0,531.3818400151098,121.15536427486064,556.2864272518422
1424,1496334116,True,11,14,-1,646.0,313.33080553803416,-92.8520513469359,313.33080553803416
1424,1496334116,True,12,15,-1,762.0,170.36451239445154,130.10959794194616,197.57362177338504
1424,1496334116,True,13,16,-1,986.0,142.15136102998488,-138.1652063888104,151.62272174597192
1424,1496334116,False,14,0,-1,994.0,134.89608072892543,142.64040676102675,160.2860571431608
1424,1496334116,False,15,0,-1,1030.0,228.4838234585205,-179.42706130231653,249.7767801169382
1424,1496334116,False,16,0,-1,990.0,162.60798618168934,93.95317950179724,177.0784167456319
1424,1496334116,False,17,0,-1,1086.0,170.5232671452861,98.13010235415598,181.08832605196423
